Subject,Run_Rate,Smoothed_Target,Max_Capacity,Gap_Pct,Raw_Gap,Coverage_Pct,Needs_External_Levers,BTS_Total,Is_Adjusted,Adjusted_Months,Original_Model_Total,Apr_Original,May_Original,Jun_Original,Jul_Original,Aug_Original,Sep_Original,Oct_Original,Apr_Smoothed,May_Smoothed,Jun_Smoothed,Jul_Smoothed,Aug_Smoothed,Sep_Smoothed,Oct_Smoothed,Mar_Actual,Mar_Forecast,Total_Contracted,Utilized_30d,Util_Rate,Util_Rate_Current,Util_Rate_Trailing,Util_Trend,Util_Trend_Delta,Util_Recent_Contracted,Util_Recent_Utilized,Problem_Type,Category
High School Geography,3.0,1.0,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,81.0,56.0,40.0,40.0,71.1,down,-31.1,5.0,2.0,On Track (Low Util),High School
Police Officer Exam,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,16.0,11.0,0.0,0.0,73.3,down,-73.3,1.0,0.0,On Track (Low Util),Professional/Cert
Series 24,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,3.0,2.0,67.0,,66.7,,,0.0,0.0,On Track,Professional/Cert
High School Government,18.0,1.0,22.0,-94.0,119.0,1800,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,366.0,270.0,60.0,60.0,74.4,down,-14.4,15.0,9.0,On Track,High School
Materials Science,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,42.0,35.0,83.0,,83.3,,,0.0,0.0,On Track,College
Criminal Law,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,55.0,44.0,100.0,100.0,79.6,up,20.4,1.0,1.0,On Track,College
AP Seminar,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,58.0,52.0,90.0,,89.7,,,0.0,0.0,On Track,AP
Biomechanics,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,38.0,31.0,82.0,,81.6,,,0.0,0.0,On Track,College
Quantum Physics,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,71.0,58.0,82.0,,81.7,,,0.0,0.0,On Track,College
UNITY,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,10.0,6.0,60.0,,60.0,,,0.0,0.0,On Track,Other
Kinesiology,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,62.0,52.0,50.0,50.0,85.0,down,-35.0,2.0,1.0,On Track,College
International Business,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,62.0,52.0,84.0,,83.9,,,0.0,0.0,On Track,College
Nutrition,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,138.0,114.0,83.0,,82.6,,,0.0,0.0,On Track,College
Data Management,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,98.0,79.0,0.0,0.0,82.3,down,-82.3,2.0,0.0,On Track (Low Util),College
IB Language A: Language and Literature,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,22.0,20.0,91.0,,90.9,,,0.0,0.0,On Track,IB
Agricultural Science,2.0,1.0,2.0,-36.0,5.0,156,False,9.0,True,['Apr'],9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,57.0,48.0,84.0,,84.2,,,0.0,0.0,On Track,College
Real Analysis,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,65.0,51.0,78.0,,78.5,,,0.0,0.0,On Track,College
Operating Systems,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,56.0,45.0,0.0,0.0,81.8,down,-81.8,1.0,0.0,On Track (Low Util),College
Ethics,4.0,1.0,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,114.0,92.0,81.0,,80.7,,,0.0,0.0,On Track,College
Discrete Structures,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,49.0,44.0,90.0,,89.8,,,0.0,0.0,On Track,College
Autodesk Maya,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,11.0,7.0,64.0,,63.6,,,0.0,0.0,On Track,Arts & Music
Supply Chain Management,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,47.0,39.0,0.0,0.0,84.8,down,-84.8,1.0,0.0,On Track (Low Util),College
IB Business & Management,3.0,1.0,4.0,-67.0,14.0,300,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,59.0,53.0,67.0,66.7,91.1,down,-24.4,3.0,2.0,On Track,IB
European History,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,95.0,78.0,82.0,,82.1,,,0.0,0.0,On Track,High School
Immunology,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,69.0,52.0,75.0,,75.4,,,0.0,0.0,On Track,College
Computer Architecture,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,32.0,26.0,0.0,0.0,83.9,down,-83.9,1.0,0.0,On Track (Low Util),College
Sketchup,1.0,1.0,1.0,0.0,0.0,100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,22.0,15.0,100.0,100.0,65.0,up,35.0,2.0,2.0,On Track,Arts & Music
High School Level American Literature,5.0,1.0,6.0,-80.0,28.0,500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,302.0,246.0,81.0,,81.5,,,0.0,0.0,On Track,High School
Relational Databases,6.0,1.0,7.0,-83.0,35.0,600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,111.0,92.0,50.0,50.0,84.8,down,-34.8,6.0,3.0,On Track,College
IB Extended Essay,3.0,1.0,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,114.0,94.0,50.0,50.0,83.0,down,-33.0,2.0,1.0,On Track,IB
CISSP,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,10.0,5.0,0.0,0.0,55.6,down,-55.6,1.0,0.0,On Track (Low Util),Professional/Cert
Theology,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,93.0,72.0,77.0,,77.4,,,0.0,0.0,On Track,College
C,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,109.0,90.0,0.0,0.0,83.3,down,-83.3,1.0,0.0,On Track (Low Util),College
AP Art History,4.0,1.0,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,63.0,43.0,68.0,,68.3,,,0.0,0.0,On Track,AP
Epidemiology,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,49.0,40.0,82.0,,81.6,,,0.0,0.0,On Track,Other
Quantitative Methods,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,82.0,67.0,0.0,0.0,83.8,down,-83.8,2.0,0.0,On Track (Low Util),College
Cooking,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,117.0,97.0,83.0,,82.9,,,0.0,0.0,On Track,Other
Trumpet,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,14.0,10.0,71.0,,71.4,,,0.0,0.0,On Track,Arts & Music
Audio Engineering,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,23.0,19.0,83.0,,82.6,,,0.0,0.0,On Track,Arts & Music
Cardiology,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,48.0,40.0,83.0,,83.3,,,0.0,0.0,On Track,College
Drum and Percussion,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,24.0,22.0,92.0,,91.7,,,0.0,0.0,On Track,Other
Numerical Analysis,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,27.0,26.0,96.0,,96.3,,,0.0,0.0,On Track,College
High School Accounting,5.0,1.0,6.0,-80.0,28.0,500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,162.0,126.0,38.0,37.5,79.9,down,-42.4,8.0,3.0,On Track (Low Util),High School
Evolutionary Biology,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,151.0,128.0,85.0,,84.8,,,0.0,0.0,On Track,College
Fiction Writing,15.0,1.0,18.0,-93.0,98.0,1500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,445.0,356.0,0.0,0.0,80.4,down,-80.4,2.0,0.0,On Track (Low Util),College
College Geography,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,48.0,30.0,25.0,25.0,65.9,down,-40.9,4.0,1.0,On Track (Low Util),College
Business Enterprise,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,57.0,50.0,88.0,,87.7,,,0.0,0.0,On Track,Other
TEFL,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,71.0,52.0,73.0,,73.2,,,0.0,0.0,On Track,Professional/Cert
Salesforce,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,28.0,15.0,54.0,,53.6,,,0.0,0.0,On Track,Other
IB Economics,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,45.0,40.0,0.0,0.0,90.9,down,-90.9,1.0,0.0,On Track (Low Util),IB
Newtonian Mechanics,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,51.0,44.0,86.0,,86.3,,,0.0,0.0,On Track,Other
LSAT Argumentative Writing,3.0,1.0,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,86.0,66.0,100.0,100.0,76.2,up,23.8,2.0,2.0,On Track,Test Prep
IB Global Politics,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,43.0,35.0,100.0,100.0,81.0,up,19.0,1.0,1.0,On Track,IB
IB Environmental Systems and Societies,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,14.0,11.0,79.0,,78.6,,,0.0,0.0,On Track,IB
Turkish,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,4.0,2.0,50.0,,50.0,,,0.0,0.0,On Track,Language
ACT,7.0,3.0,8.0,-61.0,30.0,258,False,19.0,True,['Apr'],5.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,14.0,7.0,0.0,0.0,1.0,2.0,2.0,12.0,13.0,558.0,476.0,57.0,57.1,86.4,down,-29.3,21.0,12.0,On Track,Test Prep
High School English,100.0,1.0,120.0,-99.0,693.0,10000,False,7.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1951.0,1380.0,39.0,39.4,72.5,down,-33.1,104.0,41.0,On Track (Low Util),High School
Calculus 1,28.0,0.0,34.0,-98.0,193.0,6533,False,3.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,1145.0,924.0,62.0,62.1,81.2,down,-19.1,29.0,18.0,On Track,Other
Conversational French,4.0,2.0,5.0,-39.0,11.0,165,False,17.0,True,['Apr'],10.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,7.0,3.0,0.0,0.0,2.0,4.0,4.0,3.0,2.0,179.0,138.0,25.0,25.0,78.3,down,-53.3,4.0,1.0,On Track (Low Util),Language
Korean,2.0,1.0,2.0,-71.0,10.0,350,False,4.0,True,['Apr'],3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,50.0,41.0,33.0,33.3,85.1,down,-51.8,3.0,1.0,On Track (Low Util),Language
Pre-Algebra,43.0,1.0,52.0,-97.0,291.0,3010,False,10.0,True,['Apr'],2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,4.0,2302.0,1854.0,59.0,58.9,81.2,down,-22.3,73.0,43.0,On Track,Middle School
Conversational Italian,2.0,0.0,2.0,-93.0,13.0,1400,False,1.0,False,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,56.0,45.0,100.0,100.0,79.6,up,20.4,2.0,2.0,On Track,Language
Phonics,72.0,0.0,86.0,-99.0,501.0,16800,False,3.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2322.0,1755.0,44.0,44.4,76.7,down,-32.3,81.0,36.0,On Track (Low Util),Elementary
GRE,1.0,0.0,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,125.0,115.0,0.0,0.0,92.7,down,-92.7,1.0,0.0,On Track (Low Util),Test Prep
College Statistics,4.0,1.0,5.0,-82.0,23.0,560,False,5.0,True,['Apr'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,329.0,280.0,40.0,40.0,85.8,down,-45.8,5.0,2.0,On Track (Low Util),College
TEAS,1.0,0.0,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,48.0,76.0,,76.2,,,0.0,0.0,On Track,Test Prep
High School Writing,95.0,0.0,114.0,-100.0,662.0,22167,False,3.0,False,,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,1.0,1553.0,1089.0,34.0,34.5,73.0,down,-38.5,116.0,40.0,On Track (Low Util),High School
Grade 10 Math,12.0,1.0,14.0,-95.0,80.0,2100,False,4.0,True,['Apr'],3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,,1.0,775.0,652.0,38.0,37.5,84.6,down,-47.1,8.0,3.0,On Track (Low Util),High School
College Math,5.0,0.0,6.0,-91.0,32.0,1167,False,3.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,686.0,590.0,50.0,50.0,86.2,down,-36.2,4.0,2.0,On Track,College
GMAT,1.0,1.0,1.0,43.0,-3.0,70,True,10.0,True,['Apr'],8.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,64.0,56.0,88.0,,87.5,,,0.0,0.0,True Supply Problem,Test Prep
High School Science,22.0,0.0,26.0,-98.0,151.0,5133,False,3.0,True,['Apr'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,,2.0,972.0,788.0,18.0,18.2,81.8,down,-63.6,11.0,2.0,On Track (Low Util),High School
SHSAT,5.0,0.0,6.0,-97.0,34.0,3500,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,152.0,124.0,79.0,78.9,82.0,flat,-3.0,19.0,15.0,On Track,Test Prep
GED,7.0,0.0,8.0,-98.0,48.0,4900,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,524.0,430.0,69.0,69.2,82.4,down,-13.2,13.0,9.0,On Track,Test Prep
Business Calculus,2.0,1.0,2.0,-57.0,8.0,233,False,6.0,True,['Apr'],5.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,104.0,80.0,0.0,0.0,77.7,down,-77.7,1.0,0.0,On Track (Low Util),College
DAT,1.0,1.0,1.0,0.0,0.0,100,False,7.0,True,['Apr'],6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,8.0,100.0,100.0,87.5,up,12.5,1.0,1.0,On Track,Test Prep
HESI - Health Education Systems Incorporated,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,On Track,Other
IBEW - International Brotherhood of Electrical Workers,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,On Track,Other
NCLEX-Registed Nurse,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,On Track,Professional/Cert
OAT,1.0,0.0,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,50.0,,50.0,,,0.0,0.0,On Track,Test Prep
Orton Gillingham Reading,1.0,1.0,1.0,-29.0,2.0,140,False,5.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,On Track,Other
