Subject,Run_Rate,Smoothed_Target,Max_Capacity,Gap_Pct,Raw_Gap,Coverage_Pct,Needs_External_Levers,BTS_Total,Is_Adjusted,Adjusted_Months,Original_Model_Total,Apr_Original,May_Original,Jun_Original,Jul_Original,Aug_Original,Sep_Original,Oct_Original,Apr_Smoothed,May_Smoothed,Jun_Smoothed,Jul_Smoothed,Aug_Smoothed,Sep_Smoothed,Oct_Smoothed,Mar_Actual,Mar_Forecast,Total_Contracted,Utilized_30d,Util_Rate,Util_Rate_Current,Util_Rate_Trailing,Util_Trend,Util_Trend_Delta,Util_Recent_Contracted,Util_Recent_Utilized,Problem_Type,Category
Middle School Math,102.0,35.0,122.0,-65.0,466.0,288,False,248.0,True,['Apr'],248.0,39.0,27.0,24.0,26.0,34.0,45.0,53.0,39.0,27.0,24.0,26.0,34.0,45.0,53.0,,61.0,3279.0,2497.0,56.0,55.6,77.0,down,-21.5,135.0,75.0,On Track,Middle School
High School Chemistry,18.0,39.0,22.0,115.0,-145.0,46,True,271.0,True,['Apr'],268.0,33.0,32.0,31.0,34.0,40.0,47.0,51.0,36.0,32.0,33.0,32.0,46.0,46.0,46.0,14.0,28.0,740.0,582.0,48.0,47.8,79.6,down,-31.8,23.0,11.0,Possible Placement Issue,High School
Elementary School Math,129.0,24.0,155.0,-81.0,735.0,538,False,168.0,True,['Apr'],132.0,27.0,12.0,8.0,8.0,16.0,26.0,35.0,63.0,12.0,8.0,8.0,16.0,26.0,35.0,,57.0,4104.0,3067.0,49.0,48.8,75.9,down,-27.0,172.0,84.0,On Track (Low Util),Elementary
SAT,11.0,36.0,13.0,229.0,-176.0,30,True,253.0,True,['Apr'],252.0,27.0,26.0,30.0,36.0,42.0,45.0,46.0,28.0,30.0,32.0,30.0,44.0,45.0,44.0,15.0,33.0,653.0,547.0,81.0,80.6,83.9,down,-3.3,31.0,25.0,True Supply Problem,Test Prep
Pre-Calculus,31.0,28.0,37.0,-9.0,19.0,110,False,198.0,True,['Apr'],195.0,23.0,21.0,18.0,20.0,28.0,39.0,46.0,26.0,21.0,18.0,20.0,37.0,39.0,37.0,17.0,16.0,1408.0,1138.0,63.0,63.3,81.2,down,-17.9,30.0,19.0,On Track,High School
Elementary School Reading,113.0,25.0,136.0,-78.0,616.0,452,False,175.0,True,['Apr'],125.0,21.0,9.0,5.0,5.0,15.0,29.0,41.0,71.0,9.0,5.0,5.0,15.0,29.0,41.0,,38.0,2969.0,2129.0,39.0,38.7,73.1,down,-34.4,119.0,46.0,On Track (Low Util),Elementary
Algebra 2,38.0,24.0,46.0,-37.0,99.0,159,False,167.0,True,['Apr'],156.0,18.0,12.0,9.0,11.0,22.0,36.0,48.0,29.0,12.0,9.0,11.0,35.0,36.0,35.0,28.0,15.0,1456.0,1160.0,61.0,61.2,80.3,down,-19.1,49.0,30.0,On Track,High School
Algebra,62.0,18.0,74.0,-71.0,309.0,347,False,125.0,True,['Apr'],110.0,17.0,6.0,3.0,5.0,15.0,27.0,37.0,32.0,6.0,3.0,5.0,15.0,27.0,37.0,,30.0,2499.0,1989.0,52.0,52.4,80.5,down,-28.2,84.0,44.0,On Track,High School
AP Biology,23.0,17.0,28.0,-24.0,39.0,132,False,122.0,True,['Apr'],121.0,15.0,14.0,14.0,15.0,18.0,21.0,24.0,16.0,14.0,14.0,15.0,21.0,21.0,21.0,13.0,7.0,605.0,454.0,56.0,56.0,75.9,down,-19.9,25.0,14.0,On Track,AP
College Accounting,7.0,16.0,8.0,127.0,-62.0,44,True,111.0,True,['Apr'],121.0,15.0,16.0,17.0,18.0,19.0,18.0,18.0,5.0,17.0,17.0,17.0,18.0,19.0,18.0,5.0,9.0,166.0,130.0,38.0,37.5,80.4,down,-42.9,8.0,3.0,Possible Placement Issue,College
Geometry,28.0,19.0,34.0,-33.0,65.0,150,False,131.0,True,['Apr'],122.0,14.0,9.0,6.0,8.0,17.0,29.0,39.0,23.0,9.0,6.0,8.0,28.0,29.0,28.0,15.0,15.0,1299.0,1062.0,61.0,60.7,82.2,down,-21.5,28.0,17.0,On Track,High School
AP Calculus AB,13.0,18.0,16.0,37.0,-34.0,73,True,125.0,True,['Apr'],124.0,14.0,12.0,10.0,12.0,18.0,26.0,32.0,15.0,13.0,10.0,12.0,25.0,26.0,25.0,14.0,8.0,634.0,526.0,71.0,70.6,83.3,down,-12.7,17.0,12.0,True Supply Problem,AP
College Chemistry,11.0,14.0,13.0,29.0,-22.0,78,True,99.0,True,['Apr'],97.0,12.0,11.0,11.0,11.0,14.0,18.0,20.0,14.0,11.0,11.0,11.0,17.0,18.0,17.0,10.0,10.0,415.0,327.0,44.0,43.8,80.2,down,-36.5,16.0,7.0,Possible Placement Issue,College
Middle School Reading,92.0,12.0,110.0,-87.0,558.0,749,False,86.0,True,['Apr'],81.0,11.0,9.0,8.0,8.0,11.0,15.0,19.0,16.0,9.0,8.0,8.0,11.0,15.0,19.0,,14.0,2166.0,1552.0,44.0,44.4,73.1,down,-28.6,108.0,48.0,On Track (Low Util),Middle School
Organic Chemistry,9.0,12.0,11.0,33.0,-21.0,75,True,84.0,True,['Apr'],82.0,9.0,9.0,9.0,9.0,12.0,16.0,18.0,11.0,9.0,9.0,9.0,15.0,16.0,15.0,1.0,9.0,298.0,242.0,100.0,100.0,81.0,up,19.0,3.0,3.0,True Supply Problem,College
Executive Functioning,15.0,8.0,18.0,-46.0,48.0,184,False,57.0,True,['Apr'],53.0,9.0,7.0,5.0,5.0,7.0,9.0,11.0,13.0,7.0,5.0,5.0,7.0,9.0,11.0,9.0,5.0,416.0,319.0,37.0,36.8,78.6,down,-41.7,19.0,7.0,On Track (Low Util),Other
High School Biology,35.0,10.0,42.0,-71.0,175.0,350,False,70.0,True,['Apr'],70.0,9.0,8.0,7.0,7.0,10.0,13.0,16.0,9.0,8.0,7.0,7.0,10.0,13.0,16.0,31.0,2.0,944.0,692.0,45.0,45.5,75.0,down,-29.6,55.0,25.0,On Track (Low Util),High School
Statistics,12.0,12.0,14.0,1.0,-1.0,99,False,85.0,True,['Apr'],83.0,9.0,9.0,8.0,8.0,12.0,17.0,20.0,11.0,9.0,8.0,8.0,16.0,17.0,16.0,12.0,9.0,568.0,484.0,76.0,76.5,85.5,down,-9.0,17.0,13.0,On Track,College
High School Physics,12.0,10.0,14.0,-15.0,13.0,118,False,71.0,True,['Apr'],70.0,8.0,7.0,6.0,7.0,10.0,14.0,18.0,9.0,7.0,6.0,7.0,14.0,14.0,14.0,6.0,2.0,714.0,586.0,83.0,83.3,82.1,flat,1.3,6.0,5.0,On Track,High School
College Application Essays,35.0,8.0,42.0,-76.0,186.0,415,False,59.0,False,,59.0,8.0,8.0,7.0,8.0,8.0,10.0,10.0,8.0,8.0,7.0,8.0,8.0,10.0,10.0,27.0,1.0,660.0,501.0,32.0,31.6,78.6,down,-47.0,38.0,12.0,On Track (Low Util),College
Elementary School Writing,107.0,8.0,128.0,-92.0,692.0,1314,False,57.0,True,['Apr'],50.0,7.0,6.0,5.0,5.0,6.0,9.0,12.0,14.0,6.0,5.0,5.0,6.0,9.0,12.0,,8.0,2551.0,1830.0,44.0,44.4,73.1,down,-28.8,124.0,55.0,On Track (Low Util),Elementary
AP Chemistry,12.0,7.0,14.0,-40.0,34.0,168,False,50.0,True,['Apr'],49.0,7.0,5.0,5.0,5.0,7.0,9.0,11.0,8.0,5.0,5.0,5.0,7.0,9.0,11.0,8.0,7.0,476.0,379.0,58.0,58.3,80.2,down,-21.8,12.0,7.0,On Track,AP
Middle School Science,60.0,6.0,72.0,-89.0,375.0,933,False,45.0,True,['Apr'],45.0,7.0,5.0,4.0,5.0,6.0,8.0,10.0,7.0,5.0,4.0,5.0,6.0,8.0,10.0,,10.0,1447.0,1060.0,45.0,44.9,75.3,down,-30.4,98.0,44.0,On Track (Low Util),Middle School
College Biology,19.0,8.0,23.0,-56.0,75.0,229,False,58.0,True,['Apr'],57.0,7.0,7.0,7.0,7.0,9.0,10.0,10.0,8.0,7.0,7.0,7.0,9.0,10.0,10.0,11.0,5.0,527.0,402.0,58.0,57.9,77.0,down,-19.1,19.0,11.0,On Track,College
LSAT,4.0,9.0,5.0,132.0,-37.0,43,True,65.0,True,['Apr'],61.0,6.0,7.0,9.0,10.0,10.0,10.0,9.0,10.0,8.0,10.0,8.0,9.0,11.0,9.0,2.0,22.0,101.0,80.0,100.0,100.0,78.6,up,21.4,3.0,3.0,True Supply Problem,Test Prep
Coding,15.0,6.0,18.0,-58.0,61.0,239,False,44.0,True,['Apr'],44.0,6.0,6.0,5.0,5.0,6.0,8.0,8.0,6.0,6.0,5.0,5.0,6.0,8.0,8.0,,6.0,332.0,252.0,52.0,52.4,77.5,down,-25.1,21.0,11.0,On Track,College
Handwriting,16.0,5.0,19.0,-68.0,76.0,311,False,36.0,True,['Apr'],36.0,6.0,5.0,4.0,4.0,5.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,6.0,6.0,,6.0,243.0,189.0,33.0,33.3,78.9,down,-45.6,6.0,2.0,On Track (Low Util),Elementary
Elementary School English,92.0,7.0,110.0,-93.0,598.0,1400,False,46.0,True,['Apr'],33.0,5.0,3.0,1.0,1.0,4.0,8.0,11.0,18.0,3.0,1.0,1.0,4.0,8.0,11.0,,7.0,2844.0,2049.0,40.0,39.7,73.6,down,-33.9,131.0,52.0,On Track (Low Util),Elementary
AP Physics 1,10.0,5.0,12.0,-47.0,33.0,189,False,37.0,True,['Apr'],36.0,5.0,4.0,3.0,4.0,5.0,7.0,8.0,6.0,4.0,3.0,4.0,5.0,7.0,8.0,5.0,1.0,500.0,422.0,86.0,85.7,84.4,flat,1.3,7.0,6.0,On Track,AP
AP Calculus BC,5.0,7.0,6.0,34.0,-12.0,74,True,47.0,True,['Apr'],46.0,5.0,5.0,4.0,4.0,7.0,9.0,12.0,6.0,5.0,4.0,4.0,9.0,10.0,9.0,4.0,3.0,367.0,313.0,50.0,50.0,85.7,down,-35.7,4.0,2.0,True Supply Problem,AP
AP Human Geography,3.0,5.0,4.0,81.0,-17.0,55,True,38.0,True,['Apr'],38.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,2.0,2.0,107.0,80.0,50.0,50.0,75.7,down,-25.7,4.0,2.0,True Supply Problem,AP
Spanish 1,19.0,6.0,23.0,-68.0,90.0,309,False,43.0,True,['Apr'],43.0,4.0,4.0,4.0,5.0,7.0,9.0,10.0,4.0,4.0,4.0,5.0,7.0,9.0,10.0,14.0,1.0,625.0,478.0,39.0,39.1,77.9,down,-38.8,23.0,9.0,On Track (Low Util),Language
Spanish 2,14.0,4.0,17.0,-68.0,67.0,316,False,31.0,False,,31.0,4.0,3.0,2.0,3.0,4.0,7.0,8.0,4.0,3.0,2.0,3.0,4.0,7.0,8.0,5.0,2.0,595.0,460.0,18.0,18.2,78.4,down,-60.2,11.0,2.0,On Track (Low Util),Language
AP Statistics,7.0,5.0,8.0,-31.0,15.0,144,False,34.0,True,['Apr'],34.0,4.0,4.0,4.0,4.0,5.0,6.0,7.0,4.0,4.0,4.0,4.0,5.0,6.0,7.0,7.0,1.0,381.0,323.0,56.0,55.6,85.5,down,-29.9,9.0,5.0,On Track,AP
AP English Language and Composition,30.0,5.0,36.0,-83.0,175.0,600,False,35.0,True,['Apr'],35.0,4.0,4.0,3.0,4.0,5.0,7.0,8.0,4.0,4.0,3.0,4.0,5.0,7.0,8.0,,4.0,529.0,386.0,51.0,51.1,75.1,down,-24.0,47.0,24.0,On Track,AP
Essay Editing,56.0,5.0,67.0,-91.0,357.0,1120,False,35.0,True,['Apr'],35.0,4.0,4.0,4.0,4.0,5.0,7.0,7.0,4.0,4.0,4.0,4.0,5.0,7.0,7.0,,4.0,1198.0,888.0,39.0,39.1,76.3,down,-37.1,69.0,27.0,On Track (Low Util),Other
AP Physics C: Mechanics,2.0,5.0,2.0,136.0,-19.0,42,True,33.0,True,['Apr'],33.0,4.0,4.0,3.0,4.0,5.0,6.0,7.0,4.0,3.0,5.0,3.0,6.0,6.0,6.0,1.0,4.0,145.0,122.0,84.0,,84.1,,,0.0,0.0,True Supply Problem,AP
Calculus 3,4.0,5.0,5.0,21.0,-6.0,82,True,34.0,True,['Apr'],34.0,4.0,4.0,4.0,4.0,5.0,6.0,7.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,3.0,262.0,224.0,100.0,100.0,85.4,up,14.6,1.0,1.0,True Supply Problem,College
AP Computer Science A,7.0,6.0,8.0,-20.0,10.0,126,False,39.0,True,['Apr'],39.0,4.0,4.0,3.0,4.0,6.0,8.0,10.0,4.0,4.0,3.0,4.0,8.0,8.0,8.0,,4.0,198.0,160.0,33.0,33.3,82.3,down,-49.0,6.0,2.0,On Track (Low Util),AP
IB Mathematics: Analysis and Approaches,1.0,6.0,1.0,500.0,-35.0,17,True,42.0,True,['Apr'],42.0,4.0,4.0,5.0,5.0,7.0,8.0,9.0,4.0,4.0,6.0,4.0,8.0,8.0,8.0,0.0,1.0,136.0,113.0,83.0,,83.1,,,0.0,0.0,True Supply Problem,IB
Adobe Illustrator,10.0,3.0,12.0,-69.0,48.0,318,False,22.0,True,['Apr'],25.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,,4.0,97.0,72.0,67.0,66.7,74.7,down,-8.1,6.0,4.0,On Track,Arts & Music
SAT Math,14.0,2.0,17.0,-85.0,83.0,653,False,15.0,True,['Apr'],15.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,15.0,4.0,723.0,602.0,76.0,75.9,83.6,down,-7.7,29.0,22.0,On Track,Test Prep
Study Skills And Organization,17.0,4.0,20.0,-77.0,92.0,441,False,27.0,True,['Apr'],21.0,3.0,2.0,1.0,1.0,3.0,5.0,6.0,9.0,2.0,1.0,1.0,3.0,5.0,6.0,3.0,2.0,961.0,771.0,43.0,42.9,80.8,down,-37.9,14.0,6.0,On Track (Low Util),Other
Calculus 2,11.0,5.0,13.0,-57.0,44.0,233,False,33.0,True,['Apr'],31.0,3.0,3.0,3.0,3.0,4.0,7.0,8.0,5.0,3.0,3.0,3.0,4.0,7.0,8.0,5.0,1.0,504.0,421.0,67.0,66.7,83.7,down,-17.1,6.0,4.0,On Track,College
Public Speaking,26.0,3.0,31.0,-89.0,162.0,910,False,20.0,True,['Apr'],14.0,3.0,0.0,0.0,0.0,1.0,4.0,6.0,9.0,0.0,0.0,0.0,1.0,4.0,6.0,,8.0,702.0,542.0,41.0,41.2,78.1,down,-36.9,17.0,7.0,On Track (Low Util),College
Trigonometry,24.0,3.0,29.0,-86.0,145.0,730,False,23.0,True,['Apr'],22.0,3.0,2.0,2.0,2.0,3.0,4.0,6.0,4.0,2.0,2.0,2.0,3.0,4.0,6.0,,4.0,848.0,687.0,64.0,64.3,81.6,down,-17.3,28.0,18.0,On Track,High School
Nursing,12.0,3.0,14.0,-75.0,63.0,400,False,21.0,True,['Apr'],21.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,138.0,97.0,38.0,38.5,73.6,down,-35.1,13.0,5.0,On Track (Low Util),Professional/Cert
College English,33.0,4.0,40.0,-88.0,204.0,856,False,27.0,False,,27.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,,4.0,924.0,687.0,46.0,45.9,76.4,down,-30.5,61.0,28.0,On Track (Low Util),College
Finance,6.0,3.0,7.0,-50.0,21.0,200,False,21.0,True,['Apr'],21.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0,6.0,1.0,139.0,106.0,12.0,12.5,80.2,down,-67.7,8.0,1.0,On Track (Low Util),College
Biochemistry,8.0,3.0,10.0,-62.0,35.0,267,False,21.0,True,['Apr'],21.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,230.0,174.0,50.0,50.0,75.9,down,-25.9,2.0,1.0,On Track,College
College Economics,5.0,4.0,6.0,-17.0,6.0,121,False,29.0,True,['Apr'],27.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,2.0,3.0,180.0,146.0,67.0,66.7,81.6,down,-14.9,6.0,4.0,On Track,College
Autocad,2.0,2.0,2.0,7.0,-1.0,93,False,15.0,True,['Apr'],15.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,67.0,50.0,100.0,100.0,73.8,up,26.2,2.0,2.0,On Track,Arts & Music
AP Pre-Calculus,8.0,37.0,10.0,362.0,-203.0,22,True,259.0,True,['Apr'],265.0,31.0,33.0,34.0,37.0,41.0,44.0,45.0,25.0,34.0,36.0,34.0,43.0,44.0,43.0,9.0,19.0,503.0,432.0,71.0,71.4,86.3,down,-14.9,14.0,10.0,True Supply Problem,AP
Managerial Accounting,5.0,4.0,6.0,-23.0,8.0,130,False,27.0,True,['Apr'],26.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,0.0,3.0,123.0,103.0,33.0,33.3,85.0,down,-51.7,3.0,1.0,On Track (Low Util),College
Macroeconomics,5.0,3.0,6.0,-31.0,11.0,146,False,24.0,True,['Apr'],25.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,114.0,90.0,100.0,100.0,78.8,up,21.2,1.0,1.0,On Track,College
AP Environmental Science,4.0,4.0,5.0,-4.0,1.0,104,False,27.0,True,['Apr'],27.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,0.0,4.0,119.0,91.0,50.0,50.0,76.9,down,-26.9,2.0,1.0,On Track,AP
High School World History,13.0,4.0,16.0,-73.0,66.0,364,False,25.0,True,['Apr'],26.0,3.0,3.0,2.0,3.0,4.0,5.0,6.0,2.0,3.0,2.0,3.0,4.0,5.0,6.0,,3.0,306.0,218.0,29.0,28.6,73.3,down,-44.7,14.0,4.0,On Track (Low Util),High School
AP Macroeconomics,2.0,3.0,2.0,64.0,-9.0,61,True,23.0,True,['Apr'],23.0,3.0,2.0,2.0,2.0,3.0,5.0,6.0,3.0,2.0,2.0,2.0,4.0,6.0,4.0,0.0,1.0,96.0,81.0,84.0,,84.4,,,0.0,0.0,True Supply Problem,AP
IB Mathematics: Applications and Interpretation,1.0,3.0,1.0,229.0,-16.0,30,True,23.0,True,['Apr'],23.0,3.0,2.0,2.0,2.0,3.0,5.0,6.0,3.0,2.0,2.0,2.0,4.0,6.0,4.0,0.0,1.0,122.0,103.0,84.0,,84.4,,,0.0,0.0,True Supply Problem,IB
IB Chemistry,2.0,3.0,2.0,64.0,-9.0,61,True,23.0,True,['Apr'],24.0,3.0,2.0,2.0,2.0,3.0,5.0,7.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,0.0,1.0,110.0,87.0,79.0,,79.1,,,0.0,0.0,True Supply Problem,IB
Digital Media,13.0,3.0,16.0,-74.0,67.0,379,False,24.0,True,['Apr'],24.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,,3.0,92.0,71.0,60.0,60.0,78.2,down,-18.2,5.0,3.0,On Track,Arts & Music
Artificial Intelligence (AI),4.0,3.0,5.0,-25.0,7.0,133,False,21.0,True,['Apr'],21.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,85.0,74.0,50.0,50.0,88.0,down,-38.0,2.0,1.0,On Track,College
Management,2.0,3.0,2.0,57.0,-8.0,64,True,22.0,False,,22.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,5.0,3.0,0.0,1.0,162.0,126.0,0.0,0.0,79.2,down,-79.2,3.0,0.0,Possible Placement Issue,College
Viral Content Creation,1.0,4.0,1.0,286.0,-20.0,26,True,27.0,True,['Apr'],27.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,6.0,4.0,0.0,1.0,21.0,17.0,81.0,,81.0,,,0.0,0.0,True Supply Problem,Other
Social Networking,1.0,4.0,1.0,271.0,-19.0,27,True,26.0,True,['Apr'],26.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,0.0,1.0,63.0,51.0,81.0,,81.0,,,0.0,0.0,True Supply Problem,Technology
Middle School English,81.0,2.0,97.0,-98.0,554.0,4362,False,13.0,True,['Apr'],6.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,1.0,3.0,,9.0,2303.0,1690.0,41.0,41.0,75.1,down,-34.1,117.0,48.0,On Track (Low Util),Middle School
MCAT,5.0,3.0,6.0,-49.0,17.0,194,False,18.0,True,['Apr'],18.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,130.0,107.0,80.0,80.0,82.4,flat,-2.4,5.0,4.0,On Track,Test Prep
ESL/ELL,23.0,3.0,28.0,-88.0,142.0,847,False,19.0,False,,19.0,2.0,1.0,0.0,1.0,3.0,5.0,7.0,2.0,1.0,0.0,1.0,3.0,5.0,7.0,14.0,1.0,862.0,632.0,23.0,23.1,74.9,down,-51.8,26.0,6.0,On Track (Low Util),Language
Python,12.0,2.0,14.0,-83.0,70.0,600,False,14.0,True,['Apr'],14.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,,3.0,466.0,373.0,62.0,62.5,80.3,down,-17.8,8.0,5.0,On Track,College
Anatomy & Physiology,21.0,2.0,25.0,-92.0,135.0,1225,False,12.0,True,['Apr'],12.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,,4.0,439.0,318.0,46.0,45.8,74.0,down,-28.1,24.0,11.0,On Track (Low Util),College
Kindergarten Readiness,14.0,3.0,17.0,-82.0,80.0,544,False,18.0,True,['Apr'],15.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,2.0,1.0,1.0,2.0,3.0,4.0,,3.0,282.0,211.0,21.0,21.4,77.6,down,-56.2,14.0,3.0,On Track (Low Util),Elementary
Microsoft Excel,13.0,3.0,16.0,-77.0,70.0,433,False,21.0,True,['Apr'],21.0,2.0,1.0,1.0,2.0,4.0,5.0,6.0,2.0,1.0,1.0,2.0,4.0,5.0,6.0,6.0,1.0,402.0,307.0,33.0,33.3,77.7,down,-44.4,12.0,4.0,On Track (Low Util),Technology
HSPT,6.0,4.0,7.0,-31.0,13.0,145,False,29.0,False,,29.0,2.0,3.0,4.0,4.0,5.0,6.0,5.0,2.0,3.0,4.0,4.0,5.0,6.0,5.0,9.0,3.0,174.0,141.0,79.0,79.2,81.3,flat,-2.2,24.0,19.0,On Track,Test Prep
AP US History,9.0,3.0,11.0,-68.0,43.0,315,False,20.0,True,['Apr'],19.0,2.0,2.0,1.0,2.0,3.0,4.0,5.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,5.0,1.0,275.0,187.0,33.0,33.3,68.8,down,-35.4,6.0,2.0,On Track (Low Util),AP
Chess,2.0,2.0,2.0,0.0,0.0,100,False,14.0,True,['Apr'],14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,97.0,82.0,0.0,0.0,85.4,down,-85.4,1.0,0.0,On Track (Low Util),Other
Spanish 3,12.0,3.0,14.0,-79.0,66.0,467,False,18.0,True,['Apr'],18.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,525.0,410.0,14.0,14.3,79.0,down,-64.7,7.0,1.0,On Track (Low Util),Language
High School Reading,39.0,3.0,47.0,-93.0,254.0,1437,False,19.0,True,['Apr'],18.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,,2.0,949.0,720.0,30.0,29.7,77.7,down,-48.0,37.0,11.0,On Track (Low Util),High School
ASVAB,2.0,3.0,2.0,36.0,-5.0,74,True,19.0,True,['Apr'],19.0,2.0,1.0,1.0,2.0,3.0,5.0,5.0,2.0,1.0,1.0,2.0,4.0,5.0,4.0,0.0,3.0,63.0,50.0,0.0,0.0,80.6,down,-80.6,1.0,0.0,Possible Placement Issue,Test Prep
Piano,6.0,2.0,7.0,-71.0,30.0,350,False,12.0,True,['Apr'],12.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,165.0,114.0,0.0,0.0,71.2,down,-71.2,5.0,0.0,On Track (Low Util),Arts & Music
AP World History,8.0,2.0,10.0,-70.0,39.0,329,False,17.0,True,['Apr'],16.0,2.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,2.0,254.0,178.0,75.0,75.0,70.0,up,5.0,4.0,3.0,On Track,AP
Microeconomics,4.0,2.0,5.0,-57.0,16.0,233,False,12.0,True,['Apr'],12.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,163.0,125.0,67.0,66.7,76.9,down,-10.2,3.0,2.0,On Track,College
French 2,5.0,3.0,6.0,-49.0,17.0,194,False,18.0,False,,18.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,189.0,147.0,25.0,25.0,78.9,down,-53.9,4.0,1.0,On Track (Low Util),Language
Linear Algebra,7.0,2.0,8.0,-65.0,32.0,288,False,17.0,True,['Apr'],16.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,317.0,268.0,67.0,66.7,84.7,down,-18.0,3.0,2.0,On Track,College
Psychology,18.0,2.0,22.0,-89.0,112.0,900,False,14.0,False,,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,372.0,273.0,32.0,31.6,75.6,down,-44.1,19.0,6.0,On Track (Low Util),College
English Grammar and Syntax,62.0,3.0,74.0,-96.0,416.0,2411,False,18.0,True,['Apr'],19.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,,2.0,1230.0,917.0,33.0,33.3,75.4,down,-42.0,24.0,8.0,On Track (Low Util),High School
Competition Math,3.0,3.0,4.0,-14.0,3.0,117,False,18.0,True,['Apr'],18.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,,2.0,159.0,135.0,0.0,0.0,86.0,down,-86.0,2.0,0.0,On Track (Low Util),High School
Mechanical Engineering,4.0,3.0,5.0,-25.0,7.0,133,False,21.0,True,['Apr'],17.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,6.0,4.0,2.0,2.0,2.0,3.0,4.0,1.0,5.0,150.0,127.0,50.0,50.0,85.1,down,-35.1,2.0,1.0,On Track,College
