Subject,Run_Rate,Smoothed_Target,Max_Capacity,Gap_Pct,Raw_Gap,Coverage_Pct,Needs_External_Levers,BTS_Total,Is_Adjusted,Adjusted_Months,Original_Model_Total,Apr_Original,May_Original,Jun_Original,Jul_Original,Aug_Original,Sep_Original,Oct_Original,Apr_Smoothed,May_Smoothed,Jun_Smoothed,Jul_Smoothed,Aug_Smoothed,Sep_Smoothed,Oct_Smoothed,Mar_Actual,Mar_Forecast,Total_Contracted,Utilized_30d,Util_Rate,Util_Rate_Current,Util_Rate_Trailing,Util_Trend,Util_Trend_Delta,Util_Recent_Contracted,Util_Recent_Utilized,Problem_Type,Category
Thermodynamics,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,441.0,237.0,33.0,33.3,53.9,down,-20.5,3.0,1.0,On Track (Low Util),College
Music Theory,8.0,1.0,10.0,-88.0,49.0,800,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,735.0,224.0,13.0,13.3,30.8,down,-17.5,15.0,2.0,On Track (Low Util),Arts & Music
Business Statistics,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,473.0,226.0,25.0,25.0,48.0,down,-23.0,4.0,1.0,On Track (Low Util),College
Physical Chemistry,1.0,2.0,1.0,57.0,-4.0,64,True,11.0,True,['Apr'],11.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,143.0,99.0,69.0,,69.2,,,0.0,0.0,True Supply Problem,College
Math 1,4.0,1.0,5.0,-64.0,18.0,280,False,10.0,True,['Apr'],10.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,1.0,1303.0,682.0,67.0,66.7,52.3,up,14.4,3.0,2.0,On Track,High School
Elementary Social Studies,42.0,1.0,50.0,-98.0,287.0,4200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,3393.0,1419.0,33.0,32.7,42.1,down,-9.4,98.0,32.0,On Track (Low Util),Elementary
Statistics Graduate Level,2.0,2.0,2.0,-14.0,2.0,117,False,12.0,True,['Apr'],12.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,561.0,237.0,25.0,25.0,42.4,down,-17.4,4.0,1.0,On Track (Low Util),College
COMLEX,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,30.0,16.0,0.0,0.0,55.2,down,-55.2,1.0,0.0,On Track (Low Util),Test Prep
IB Physics,1.0,1.0,1.0,0.0,0.0,100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,325.0,166.0,51.0,,51.1,,,0.0,0.0,On Track,IB
AP European History,2.0,1.0,2.0,-29.0,4.0,140,False,10.0,True,['Apr'],10.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,191.0,101.0,0.0,0.0,53.4,down,-53.4,2.0,0.0,On Track (Low Util),AP
AP Physics 2,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,608.0,339.0,100.0,100.0,55.5,up,44.5,3.0,3.0,On Track,AP
Genetics,5.0,1.0,6.0,-80.0,28.0,500,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,195.0,128.0,0.0,0.0,67.4,down,-67.4,5.0,0.0,On Track (Low Util),College
SSAT- Upper Level,6.0,1.0,7.0,-83.0,35.0,600,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,2.0,105.0,83.0,63.0,63.2,82.6,down,-19.4,19.0,12.0,On Track,Test Prep
German 1,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,167.0,77.0,0.0,0.0,47.0,down,-47.0,3.0,0.0,On Track (Low Util),Language
ISEE- Middle Level,5.0,1.0,6.0,-80.0,28.0,500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,87.0,73.0,73.0,73.3,86.1,down,-12.8,15.0,11.0,On Track,Test Prep
PANCE,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,29.0,14.0,0.0,0.0,50.0,down,-50.0,1.0,0.0,On Track (Low Util),Test Prep
Environmental Science,4.0,1.0,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,321.0,189.0,50.0,50.0,58.9,down,-8.9,2.0,1.0,On Track,Other
Polish,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,32.0,15.0,47.0,,46.9,,,0.0,0.0,On Track (Low Util),Language
PMP,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,122.0,32.0,0.0,0.0,26.4,down,-26.4,1.0,0.0,On Track (Low Util),Professional/Cert
ARDMS - Sonography Principals and Instruments (SPI),1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,21.0,5.0,0.0,0.0,25.0,down,-25.0,1.0,0.0,On Track (Low Util),Professional/Cert
Data Analysis,3.0,1.0,4.0,-67.0,14.0,300,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,493.0,241.0,67.0,66.7,48.8,up,17.9,3.0,2.0,On Track,College
Computer Game Design,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,191.0,85.0,0.0,0.0,44.7,down,-44.7,1.0,0.0,On Track (Low Util),Technology
Discrete Math,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,873.0,404.0,50.0,50.0,46.3,up,3.7,4.0,2.0,On Track,College
Physical Science,2.0,1.0,2.0,-29.0,4.0,140,False,10.0,True,['Apr'],10.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,825.0,392.0,48.0,,47.5,,,0.0,0.0,On Track (Low Util),High School
Data Structures,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,383.0,219.0,0.0,0.0,57.3,down,-57.3,1.0,0.0,On Track (Low Util),College
Marketing,11.0,1.0,13.0,-91.0,70.0,1100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,699.0,287.0,18.0,17.6,41.6,down,-24.0,17.0,3.0,On Track (Low Util),College
Latin 2,2.0,1.0,2.0,-43.0,6.0,175,False,8.0,False,,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,143.0,62.0,20.0,20.0,44.2,down,-24.2,5.0,1.0,On Track (Low Util),Language
Pathophysiology,7.0,1.0,8.0,-86.0,42.0,700,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,388.0,182.0,23.0,23.1,47.7,down,-24.7,13.0,3.0,On Track (Low Util),College
Cell Biology,7.0,1.0,8.0,-86.0,42.0,700,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1694.0,745.0,0.0,0.0,44.2,down,-44.2,9.0,0.0,On Track (Low Util),College
Grade 12 Physics,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,488.0,280.0,57.0,,57.4,,,0.0,0.0,On Track,High School
GED Math,5.0,1.0,6.0,-89.0,31.0,875,False,4.0,False,,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,728.0,405.0,64.0,63.6,55.5,up,8.1,11.0,7.0,On Track,Test Prep
PRAXIS Core Math,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,69.0,39.0,0.0,0.0,57.4,down,-57.4,1.0,0.0,On Track (Low Util),Professional/Cert
Ukrainian,1.0,2.0,1.0,71.0,-5.0,58,True,12.0,False,,12.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,,1.0,23.0,12.0,52.0,,52.2,,,0.0,0.0,True Supply Problem,Language
Autodesk Revit,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,141.0,72.0,67.0,66.7,50.7,up,15.9,3.0,2.0,On Track,Arts & Music
High School Computer Science,7.0,1.0,8.0,-86.0,42.0,700,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,698.0,357.0,36.0,35.7,51.5,down,-15.7,14.0,5.0,On Track (Low Util),High School
ISEE- Upper Level,4.0,1.0,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,75.0,59.0,71.0,71.4,80.3,down,-8.9,14.0,10.0,On Track,Test Prep
Social Work,5.0,1.0,6.0,-80.0,28.0,500,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,332.0,142.0,20.0,20.0,43.8,down,-23.8,15.0,3.0,On Track (Low Util),College
College Business,10.0,1.0,12.0,-90.0,63.0,1000,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,609.0,276.0,37.0,36.8,45.6,down,-8.8,19.0,7.0,On Track (Low Util),College
Machine Learning,5.0,1.0,6.0,-80.0,28.0,500,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,247.0,129.0,36.0,36.4,53.0,down,-16.6,11.0,4.0,On Track (Low Util),College
AP Physics C: Electricity and Magnetism,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,160.0,116.0,100.0,100.0,72.3,up,27.7,1.0,1.0,On Track,AP
Philosophy,4.0,1.0,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,445.0,188.0,0.0,0.0,43.3,down,-43.3,11.0,0.0,On Track (Low Util),College
Singing,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,353.0,155.0,0.0,0.0,44.0,down,-44.0,1.0,0.0,On Track (Low Util),Arts & Music
GRE Quantitative,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,198.0,132.0,67.0,,66.7,,,0.0,0.0,On Track,Test Prep
CPA REG,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,81.0,36.0,44.0,,44.4,,,0.0,0.0,On Track (Low Util),Professional/Cert
Video Game Design,1.0,2.0,1.0,57.0,-4.0,64,True,11.0,False,,11.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,1.0,152.0,73.0,0.0,0.0,48.3,down,-48.3,1.0,0.0,Possible Placement Issue,Technology
High School Economics,6.0,2.0,7.0,-67.0,28.0,300,False,14.0,False,,14.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,,1.0,738.0,340.0,33.0,33.3,46.3,down,-12.9,12.0,4.0,On Track (Low Util),High School
SQL,6.0,1.0,7.0,-83.0,35.0,600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,465.0,239.0,53.0,52.6,51.3,flat,1.3,19.0,10.0,On Track,College
MAP,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,94.0,45.0,0.0,0.0,48.4,down,-48.4,1.0,0.0,On Track (Low Util),Test Prep
Graphic Design,11.0,1.0,13.0,-91.0,70.0,1100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,478.0,175.0,20.0,20.0,37.5,down,-17.5,25.0,5.0,On Track (Low Util),Arts & Music
Contract Law,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,184.0,68.0,0.0,0.0,37.6,down,-37.6,3.0,0.0,On Track (Low Util),College
Animation,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,193.0,78.0,0.0,0.0,40.6,down,-40.6,1.0,0.0,On Track (Low Util),Arts & Music
Autodesk Fusion 360,1.0,1.0,1.0,43.0,-3.0,70,True,10.0,True,['Apr'],10.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,107.0,55.0,0.0,0.0,51.9,down,-51.9,1.0,0.0,Possible Placement Issue,Arts & Music
Finite Mathematics,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,729.0,331.0,50.0,50.0,45.4,up,4.6,2.0,1.0,On Track,College
IB French,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,197.0,78.0,50.0,50.0,39.5,up,10.5,2.0,1.0,On Track,IB
Data Science,8.0,1.0,10.0,-88.0,49.0,800,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,368.0,182.0,41.0,41.2,49.9,down,-8.7,17.0,7.0,On Track (Low Util),College
Project Management/PMP,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,270.0,96.0,0.0,0.0,35.7,down,-35.7,1.0,0.0,On Track (Low Util),Professional/Cert
Microsoft Word,9.0,1.0,11.0,-84.0,53.0,630,False,10.0,False,,10.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,845.0,403.0,23.0,23.1,48.1,down,-25.0,13.0,3.0,On Track (Low Util),Technology
Sociology,3.0,1.0,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,581.0,256.0,33.0,33.3,44.2,down,-10.8,6.0,2.0,On Track (Low Util),College
Neuroscience,7.0,1.0,8.0,-86.0,42.0,700,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,521.0,225.0,14.0,14.3,43.6,down,-29.3,7.0,1.0,On Track (Low Util),College
Algorithms,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,312.0,182.0,0.0,0.0,58.5,down,-58.5,1.0,0.0,On Track (Low Util),College
Civil Engineering,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,145.0,80.0,50.0,50.0,55.3,down,-5.3,4.0,2.0,On Track,College
Voice,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,231.0,107.0,0.0,0.0,46.5,down,-46.5,1.0,0.0,On Track (Low Util),Arts & Music
R Programming,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,216.0,117.0,0.0,0.0,54.4,down,-54.4,1.0,0.0,On Track (Low Util),College
Public Health,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,369.0,154.0,42.0,,41.7,,,0.0,0.0,On Track (Low Util),College
Algebra Regents,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,199.0,119.0,100.0,100.0,59.6,up,40.4,1.0,1.0,On Track,Test Prep
Biostatistics,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,460.0,203.0,0.0,0.0,44.3,down,-44.3,2.0,0.0,On Track (Low Util),College
Web Development,3.0,1.0,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,373.0,192.0,100.0,100.0,51.3,up,48.7,1.0,1.0,On Track,College
Logic,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,396.0,171.0,0.0,0.0,43.4,down,-43.4,2.0,0.0,On Track (Low Util),College
Web Design,3.0,1.0,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,348.0,179.0,43.0,42.9,51.6,down,-8.8,7.0,3.0,On Track (Low Util),College
Molecular Biology,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1078.0,460.0,43.0,,42.7,,,0.0,0.0,On Track (Low Util),College
Personal Finance,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,530.0,243.0,46.0,,45.8,,,0.0,0.0,On Track (Low Util),College
Chemical Engineering,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,102.0,48.0,100.0,100.0,46.5,up,53.5,1.0,1.0,On Track,College
Photoshop,5.0,1.0,6.0,-80.0,28.0,500,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,255.0,111.0,27.0,27.3,44.3,down,-17.0,11.0,3.0,On Track (Low Util),Arts & Music
Fluid Mechanics,1.0,1.0,1.0,0.0,0.0,100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,277.0,144.0,25.0,25.0,52.4,down,-27.4,4.0,1.0,On Track (Low Util),College
Minecraft,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,316.0,149.0,100.0,100.0,47.0,up,53.0,1.0,1.0,On Track,Technology
Econometrics,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,185.0,94.0,0.0,0.0,51.1,down,-51.1,1.0,0.0,On Track (Low Util),College
PSAT Mathematics,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,753.0,522.0,100.0,100.0,69.2,up,30.8,2.0,2.0,On Track,Test Prep
ANCC - Family Nurse Practitioner Certification (FNP),1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,67.0,21.0,31.0,,31.3,,,0.0,0.0,On Track (Low Util),Professional/Cert
Enrichment,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,220.0,93.0,42.0,,42.3,,,0.0,0.0,On Track (Low Util),Other
MCAT Chemical and Physical Foundations of Biological Systems,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,163.0,99.0,67.0,66.7,60.6,up,6.0,3.0,2.0,On Track,Test Prep
HTML,5.0,1.0,6.0,-80.0,28.0,500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,407.0,208.0,44.0,44.4,51.3,down,-6.8,9.0,4.0,On Track (Low Util),College
Roblox,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,151.0,71.0,67.0,66.7,46.6,up,20.0,3.0,2.0,On Track,Technology
Legal Writing,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,170.0,66.0,0.0,0.0,39.5,down,-39.5,3.0,0.0,On Track (Low Util),College
College Political Science,3.0,1.0,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,204.0,94.0,0.0,0.0,47.0,down,-47.0,4.0,0.0,On Track (Low Util),College
ACT Science,4.0,1.0,5.0,-75.0,21.0,400,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,543.0,344.0,67.0,66.7,63.3,up,3.4,6.0,4.0,On Track,Test Prep
AP Research,4.0,1.0,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,278.0,155.0,40.0,40.0,56.0,down,-16.0,5.0,2.0,On Track (Low Util),AP
Microsoft Power BI,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,177.0,88.0,50.0,50.0,49.7,flat,0.3,4.0,2.0,On Track,Technology
LSAT Logical Reasoning,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,245.0,118.0,40.0,40.0,48.3,down,-8.3,5.0,2.0,On Track (Low Util),Test Prep
Aerospace Engineering,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,140.0,70.0,50.0,50.0,50.0,flat,0.0,2.0,1.0,On Track,College
Astronomy,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,78.0,48.0,0.0,0.0,63.2,down,-63.2,2.0,0.0,On Track (Low Util),Other
